0.00000,0.00000
0.00000,0.00000
0.00000,0.00000
0.00000,0.00000
0.00000,0.00000
0.00000,0.00000
0.00000,0.00000
0.00000,0.00000
0.00000,0.00000
0.00000,0.00000
0.00000,0.00000
0.00000,0.00000
0.00000,0.00000
0.00000,0.00000
0.00000,0.00000
0.00000,0.00000
0.00000,0.00000
0.00000,0.00000
0.00000,0.00000
0.00000,0.00000
0.00000,-0.25000
0.00000,-0.50500
0.00000,-0.75500
0.00000,-1.00750
0.00000,-1.25750
0.00000,-1.51000
0.00000,-1.76250
0.00000,-2.01250
0.00000,-2.26250
0.00000,-2.51500
0.00000,-2.76500
0.00000,-3.01750
0.00000,-3.26750
0.00000,-3.51750
0.00000,-3.77000
0.00000,-4.02000
0.00000,-4.27250
0.00000,-4.52500
0.00000,-4.77500
0.00000,-5.02750
0.00000,-5.28000
0.00000,-5.53250
0.00000,-5.78250
0.00000,-6.03500
0.00000,-6.28500
0.00000,-6.53750
0.00000,-6.78750
0.00000,-7.04000
0.00000,-7.29000
0.00000,-7.54000
0.00000,-7.79250
0.02001,-8.04421
0.05990,-8.29354
0.11864,-8.53654
0.19724,-8.77649
0.29345,-9.00724
0.40879,-9.23186
0.54008,-9.44460
0.68930,-9.64830
0.85241,-9.83776
1.02988,-10.01384
1.22265,-10.17692
1.42560,-10.32291
1.64161,-10.45366
1.86498,-10.56593
2.09886,-10.66109
2.33711,-10.73685
2.58304,-10.79405
2.83023,-10.83142
3.07960,-10.84927
3.33209,-10.84728
3.58363,-10.82530
3.83264,-10.78345
4.07517,-10.72280
4.31450,-10.64233
4.54448,-10.54430
4.76819,-10.42720
4.97990,-10.29424
5.18052,-10.14508
5.37058,-9.97884
5.54526,-9.80000
5.70682,-9.60595
5.85121,-9.40186
5.98026,-9.18483
6.09077,-8.96058
6.18335,-8.72836
6.25797,-8.48713
6.31289,-8.24324
6.34867,-7.99329
6.36456,-7.74379
6.36083,-7.49382
6.35706,-7.24135
6.35329,-6.98888
6.34952,-6.73641
6.34579,-6.48643
6.34206,-6.23646
6.33829,-5.98399
6.33456,-5.73402
6.33083,-5.48404
6.32706,-5.23157
6.32333,-4.98160
6.31956,-4.72913
6.31583,-4.47916
6.31210,-4.22918
6.30837,-3.97921
6.30460,-3.72674
6.30083,-3.47427
6.29710,-3.22430
6.29333,-2.97182
6.28960,-2.72185
6.28587,-2.47188
6.28210,-2.21941
6.27837,-1.96943
6.27460,-1.71696
6.27087,-1.46699
6.26714,-1.21702
6.26337,-0.96455
6.25960,-0.71208
6.25587,-0.46210
6.25214,-0.21213
6.24837,0.04034
6.24464,0.29031
6.24087,0.54278
6.23706,0.79776
6.23333,1.04773
6.22960,1.29770
6.22583,1.55017
6.22210,1.80014
6.22210,1.80014
6.22210,1.80014
6.22210,1.80014
6.22210,1.80014
6.22210,1.80014
6.22210,1.80014
6.22210,1.80014
6.22210,1.80014
6.22210,1.80014
6.22210,1.80014
6.22210,1.80014
6.22210,1.80014
6.22210,1.80014
6.22210,1.80014
6.22210,1.80014
6.22210,1.80014
6.22210,1.80014
6.22210,1.80014
6.22210,1.80014
6.22210,1.80014
6.47205,1.80525
6.72450,1.81041
6.97694,1.81556
7.22689,1.82067
7.47684,1.82578
7.72679,1.83088
7.97924,1.83604
8.22919,1.84114
8.47913,1.84625
8.73158,1.85141
8.98153,1.85651
9.23148,1.86162
9.48392,1.86678
9.73387,1.87188
9.98382,1.87699
10.24376,1.88230
10.52620,1.88807
10.78115,1.89327
11.03360,1.89843
11.30104,1.90389
11.55349,1.90905
11.80344,1.91416
12.05338,1.91926
12.30583,1.92442
12.55578,1.92953
12.80573,1.93463
12.55448,1.90949
12.30602,1.86451
12.06191,1.79999
11.82596,1.71734
11.59723,1.61643
11.37713,1.49789
11.16500,1.36092
10.96627,1.20925
10.78004,1.04245
10.60590,0.85961
10.44821,0.66562
10.30624,0.45984
10.17976,0.24130
10.07190,0.01577
9.98206,-0.21753
9.91081,-0.45716
9.85825,-0.70413
9.82555,-0.95198
9.81247,-1.20415
9.81915,-1.45406
9.84541,-1.70267
9.89175,-1.95089
9.95678,-2.19228
10.04054,-2.42783
10.14252,-2.65608
10.26347,-2.87773
10.40160,-3.08910
10.55436,-3.28700
10.72218,-3.47230
10.90597,-3.64544
11.10084,-3.80205
11.30956,-3.94414
11.54027,-4.07453
11.76689,-4.18009
12.00109,-4.26754
12.24144,-4.33634
12.48893,-4.38638
12.73711,-4.41654
12.98939,-4.42705
13.23922,-4.41782
13.48900,-4.42822
13.74211,-4.45919
13.98712,-4.50892
14.22746,-4.57772
14.46167,-4.66517
14.69047,-4.77196
14.90802,-4.89514
15.11719,-5.03658
15.31267,-5.19243
15.49532,-5.36313
15.66401,-5.54764
15.81908,-5.74691
15.95666,-5.95565
16.07745,-6.17453
16.18154,-6.40458
16.26641,-6.63973
16.33257,-6.88082
16.37988,-7.12885
16.40732,-7.37734
16.41517,-7.62721
16.40340,-7.87694
16.37156,-8.12742
16.32067,-8.37218
16.25073,-8.61220
16.16111,-8.84826
16.05432,-9.07430
15.93011,-9.29127
15.78769,-9.49977
15.63093,-9.69451
15.45936,-9.87635
15.27406,-10.04417
15.07406,-10.19830
14.86468,-10.33490
14.64523,-10.45465
14.41469,-10.55766
14.17914,-10.64142
13.93774,-10.70644
13.68950,-10.75259
13.44088,-10.77885
13.68949,-10.75259
13.94060,-10.72606
14.18921,-10.69980
14.44031,-10.67327
14.68893,-10.64701
14.93755,-10.62074
15.18616,-10.59448
15.43727,-10.56796
15.68588,-10.54169
15.93450,-10.51543
16.18312,-10.48917
16.43422,-10.46264
16.68283,-10.43638
16.93145,-10.41011
17.18255,-10.38359
17.43117,-10.35732
17.67979,-10.33106
17.93089,-10.30454
18.17951,-10.27827
18.42812,-10.25201
18.67674,-10.22575
18.92784,-10.19922
19.17646,-10.17296
19.42508,-10.14669
19.67618,-10.12017
19.67618,-10.12017
19.67618,-10.12017
19.67618,-10.12017
19.67618,-10.12017
19.67618,-10.12017
19.67618,-10.12017
19.67618,-10.12017
19.67618,-10.12017
19.67618,-10.12017
19.67618,-10.12017
19.67618,-10.12017
19.67618,-10.12017
19.67618,-10.12017
19.67618,-10.12017
19.67618,-10.12017
19.67618,-10.12017
19.67618,-10.12017
19.67618,-10.12017
19.67618,-10.12017
19.67618,-10.12017
19.64827,-9.86922
19.62064,-9.62075
19.59274,-9.36979
19.56511,-9.12132
19.53748,-8.87286
19.50957,-8.62190
19.48166,-8.37095
19.45376,-8.12000
19.42613,-7.87153
19.39850,-7.62306
19.36921,-7.35968
19.34158,-7.11122
19.31256,-6.85032
19.28466,-6.59937
19.25675,-6.34842
19.22912,-6.09995
19.20122,-5.84900
19.17359,-5.60053
19.14596,-5.35206
19.11833,-5.10359
19.09042,-4.85264
19.06279,-4.60417
19.03516,-4.35570
19.00725,-4.10475
18.97962,-3.85628
18.95199,-3.60781
18.92381,-3.35437
18.89618,-3.10591
18.86855,-2.85744
18.84092,-2.60897
18.81301,-2.35802
18.78538,-2.10954
18.75775,-1.86108
18.72984,-1.61012
18.70221,-1.36166
18.67458,-1.11319
18.64668,-0.86224
18.61905,-0.61377
18.59114,-0.36281
18.56351,-0.11435
18.53588,0.13412
18.50825,0.38259
18.48034,0.63355
18.45271,0.88201
18.42508,1.13049
18.39745,1.37895
18.36954,1.62990
18.34191,1.87837
18.31428,2.12684
18.28665,2.37531
18.25874,2.62626
18.25874,2.62626
18.25874,2.62626
18.25874,2.62626
18.25874,2.62626
18.25874,2.62626
18.25874,2.62626
18.25874,2.62626
18.25874,2.62626
18.25874,2.62626
18.25874,2.62626
18.45630,2.46901
18.65190,2.31331
18.84750,2.15762
19.04506,2.00036
19.24065,1.84467
19.43625,1.68898
19.63381,1.53172
19.82940,1.37603
20.02501,1.22033
20.22061,1.06464
20.41817,0.90739
20.61376,0.75169
20.80936,0.59600
21.00496,0.44030
21.20251,0.28305
21.39812,0.12735
21.59372,-0.02834
21.78932,-0.18404
21.98687,-0.34128
22.18248,-0.49698
22.38003,-0.65423
22.57562,-0.80992
22.77123,-0.96562
22.96878,-1.12287
23.16438,-1.27857
23.16438,-1.27857
23.16438,-1.27857
23.16438,-1.27857
23.16438,-1.27857
23.16438,-1.27857
23.16438,-1.27857
23.16438,-1.27857
23.16438,-1.27857
23.16438,-1.27857
23.16438,-1.27857
23.16438,-1.27857
23.16438,-1.27857
23.16438,-1.27857
23.16438,-1.27857
23.16438,-1.27857
23.16438,-1.27857
23.16438,-1.27857
23.16438,-1.27857
23.16438,-1.27857
23.16438,-1.27857
23.32303,-1.08213
23.48010,-0.88764
23.63875,-0.69120
23.79582,-0.49671
23.95290,-0.30221
24.11154,-0.10577
24.26862,0.08872
24.42569,0.28322
24.58277,0.47771
24.73984,0.67221
24.89849,0.86864
25.05556,1.06313
25.21264,1.25763
25.36971,1.45212
25.52678,1.64662
25.68543,1.84305
25.84250,2.03755
25.99958,2.23204
26.15665,2.42653
26.31530,2.62297
26.47237,2.81746
26.62945,3.01196
26.78652,3.20645
26.94517,3.40290
27.10224,3.59739
27.10224,3.59739
27.10224,3.59739
27.10224,3.59739
27.10224,3.59739
27.10224,3.59739
27.10224,3.59739
27.10224,3.59739
27.10224,3.59739
27.10224,3.59739
27.10224,3.59739
27.12936,3.34634
27.15621,3.09779
27.18332,2.84675
27.21017,2.59820
27.23702,2.34964
27.26387,2.10109
27.29099,1.85004
27.31784,1.60149
27.34496,1.35045
27.37342,1.08699
27.40081,0.83346
27.42820,0.57994
27.45505,0.33138
27.48485,0.05548
27.51197,-0.19555
27.53882,-0.44411
27.56567,-0.69266
27.59252,-0.94121
27.61964,-1.19225
27.64649,-1.44080
27.67334,-1.68936
27.70019,-1.93791
27.72730,-2.18896
27.75415,-2.43751
27.78100,-2.68606
27.80785,-2.93462
27.83497,-3.18565
27.86182,-3.43421
27.88867,-3.68276
27.91552,-3.93132
27.94264,-4.18236
27.96949,-4.43092
27.99661,-4.68195
28.02346,-4.93050
28.05031,-5.17906
28.07716,-5.42761
28.10428,-5.67865
28.13113,-5.92720
28.15798,-6.17576
28.18483,-6.42431
28.21194,-6.67536
28.23879,-6.92391
28.26564,-7.17246
28.29276,-7.42350
28.31961,-7.67205
28.34646,-7.92061
28.37358,-8.17165
28.40043,-8.42021
28.42728,-8.66876
28.45413,-8.91731
28.45413,-8.91731
28.45413,-8.91731
28.45413,-8.91731
28.45413,-8.91731
28.45413,-8.91731
28.45413,-8.91731
28.45413,-8.91731
28.45413,-8.91731
28.45413,-8.91731
28.45413,-8.91731
28.45413,-8.91731
28.45413,-8.91731
