4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00000,0.00000
4.00650,0.10179
4.01951,0.20296
4.05843,0.40321
4.13498,0.69638
4.23905,0.98095
4.41324,1.34547
4.63999,1.69424
4.63999,1.69424
4.69504,1.77891
4.69504,1.77891
4.69504,1.77891
4.69504,1.77891
4.69504,1.77891
4.75857,1.85872
4.82395,1.93570
4.95952,2.08545
4.95952,2.08545
4.95952,2.08545
5.02730,2.16032
5.09671,2.23231
5.24147,2.37320
5.24147,2.37320
5.24147,2.37320
5.24147,2.37320
5.31530,2.44064
5.39200,2.50636
5.55109,2.63406
5.71461,2.74921
5.71461,2.74921
5.71461,2.74921
5.80071,2.80201
5.88999,2.84925
5.88999,2.84925
5.97926,2.89648
6.06999,2.94086
6.06999,2.94086
6.15982,2.98479
6.25191,3.02627
6.25191,3.02627
6.34400,3.06775
6.43830,3.10663
6.43830,3.10663
6.53167,3.14514
6.62622,3.18066
6.62622,3.18066
6.72170,3.21653
6.81637,3.24875
6.81637,3.24875
6.91198,3.28128
7.00858,3.31077
7.00858,3.31077
7.10518,3.34025
7.20267,3.36666
7.20267,3.36666
7.29919,3.39280
7.39845,3.41630
7.39845,3.41630
7.49673,3.43957
7.59570,3.45971
7.59570,3.45971
7.69566,3.48005
7.79423,3.49691
7.99432,3.52461
7.99432,3.52461
7.99432,3.52461
8.09604,3.53214
8.09604,3.53214
8.09604,3.53214
8.19577,3.53951
8.29668,3.54376
8.50067,3.54581
8.50067,3.54581
8.50067,3.54581
8.50067,3.54581
8.50067,3.54581
8.60230,3.53714
8.70218,3.52219
8.70218,3.52219
8.80207,3.50724
8.90143,3.48912
8.90143,3.48912
9.00080,3.47101
9.09953,3.44975
9.29556,3.40099
9.29556,3.40099
9.29556,3.40099
9.39178,3.37029
9.39178,3.37029
9.39178,3.37029
9.48588,3.33359
9.48588,3.33359
9.48588,3.33359
9.48588,3.33359
9.57784,3.29430
9.66941,3.25170
9.66941,3.25170
9.76008,3.20952
9.85026,3.16404
9.85026,3.16404
9.94044,3.11855
10.02999,3.06972
10.20418,2.96744
10.20418,2.96744
10.20418,2.96744
10.28705,2.91147
10.28705,2.91147
10.28705,2.91147
10.36699,2.84974
10.36699,2.84974
10.36699,2.84974
10.44286,2.78307
10.44286,2.78307
10.44286,2.78307
10.44286,2.78307
10.51584,2.71470
10.58801,2.64263
10.72501,2.49692
10.72501,2.49692
10.72501,2.49692
10.72501,2.49692
10.79249,2.42043
10.85626,2.34340
10.98006,2.18379
10.98006,2.18379
10.98006,2.18379
11.03673,2.10018
11.03673,2.10018
11.03673,2.10018
11.03673,2.10018
11.09071,2.01482
11.14196,1.92779
11.14196,1.92779
11.19321,1.84075
11.24168,1.75214
11.24168,1.75214
11.29014,1.66353
11.33576,1.57342
11.42126,1.39040
11.42126,1.39040
11.42126,1.39040
11.42126,1.39040
11.46108,1.29758
11.49760,1.20449
11.49760,1.20449
11.53448,1.11047
11.56837,1.01532
11.56837,1.01532
11.60191,0.92112
11.63276,0.82494
11.63276,0.82494
11.66331,0.72972
11.69109,0.63262
11.69109,0.63262
11.71887,0.53551
11.74377,0.43660
11.76204,0.33828
11.78629,0.13774
11.78629,0.13774
11.78629,0.13774
